unit procedure,sampling point,parameter name,parameter detail,mfg_site_bldg,report_site,edmq_method,run number,batch number,date of manufacture,process start,parameter date,local id,value_text(reported),value_num(recorded/full precision),uom,lal,ual,lcl,ucl,lrl,ucl,cl,nel1,nel2,nel3,nel4,ppk,rep,control_precision,action_precision,rejection_precision,scale,summary table,disposition_date,result type,source_system,ctrl_violation,action_violation,rej_violation
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010319904,0010319904,2017-03-09 00:00:00,2017-02-15 00:00:00,2017-03-09 00:00:00,.,0.040,0.040000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010319905,0010319905,2017-03-15 00:00:00,2017-02-22 00:00:00,2017-03-15 00:00:00,.,0.041,0.041000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010319906,0010319906,2017-03-18 00:00:00,2017-03-03 00:00:00,2017-03-18 00:00:00,.,0.048,0.048000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010319907,0010319907,2017-03-23 00:00:00,2017-03-02 00:00:00,2017-03-23 00:00:00,.,0.041,0.041000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010319908,0010319908,2017-03-29 00:00:00,2017-03-08 00:00:00,2017-03-29 00:00:00,.,0.045,0.045000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010328250,0010328250,2017-03-31 00:00:00,2017-03-10 00:00:00,2017-03-31 00:00:00,.,0.032,0.032000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010328251,0010328251,2017-04-06 00:00:00,2017-03-14 00:00:00,2017-04-06 00:00:00,.,0.040,0.040000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010328252,0010328252,2017-05-04 00:00:00,2017-04-11 00:00:00,2017-05-04 00:00:00,.,0.037,0.037000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010328255,0010328255,2017-05-11 00:00:00,2017-04-24 00:00:00,2017-05-11 00:00:00,.,0.041,0.041000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010335060,0010335060,2017-05-26 00:00:00,2017-05-09 00:00:00,2017-05-26 00:00:00,.,0.038,0.038000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010335061,0010335061,2017-06-08 00:00:00,2017-05-16 00:00:00,2017-06-08 00:00:00,.,0.034,0.034000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010338771,0010338771,2017-06-22 00:00:00,2017-05-30 00:00:00,2017-06-22 00:00:00,.,0.036,0.036000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010335062,0010335062,2017-07-14 00:00:00,2017-05-30 00:00:00,2017-07-14 00:00:00,.,0.030,0.030000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010335063,0010335063,2017-07-19 00:00:00,2017-06-20 00:00:00,2017-07-19 00:00:00,.,0.027,0.027000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010335064,0010335064,2017-07-21 00:00:00,2017-06-27 00:00:00,2017-07-21 00:00:00,.,0.028,0.028000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010338520,0010338520,2017-07-27 00:00:00,2017-07-02 00:00:00,2017-07-27 00:00:00,.,0.029,0.029000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010338526,0010338526,2017-08-03 00:00:00,2017-07-31 00:00:00,2017-08-03 00:00:00,.,0.032,0.032000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010338528,0010338528,2017-08-10 00:00:00,2017-07-20 00:00:00,2017-08-10 00:00:00,.,0.030,0.030000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010343062,0010343062,2017-08-17 00:00:00,2017-07-26 00:00:00,2017-08-17 00:00:00,.,0.036,0.036000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010346368,0010346368,2017-08-24 00:00:00,2017-08-02 00:00:00,2017-08-24 00:00:00,.,0.028,0.028000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010343063,0010343063,2017-08-31 00:00:00,2017-08-09 00:00:00,2017-08-31 00:00:00,.,0.025,0.025000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010356738,0010356738,2017-11-02 00:00:00,2017-10-29 00:00:00,2017-11-02 00:00:00,.,0.038,0.038000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010343064,0010343064,2017-11-08 00:00:00,2017-10-30 00:00:00,2017-11-08 00:00:00,.,0.026,0.026000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010343066,0010343066,2017-11-10 00:00:00,2017-10-02 00:00:00,2017-11-10 00:00:00,.,0.027,0.027000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010347999,0010347999,2017-11-17 00:00:00,2017-11-13 00:00:00,2017-11-17 00:00:00,.,0.028,0.028000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010347995,0010347995,2017-11-21 00:00:00,2017-11-09 00:00:00,2017-11-21 00:00:00,.,0.028,0.028000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010361036,0010361036,2017-11-30 00:00:00,2017-11-27 00:00:00,2017-11-30 00:00:00,.,0.037,0.037000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010393386,0010393386,2018-05-31 00:00:00,2018-05-01 00:00:00,2018-05-31 00:00:00,.,0.040,0.040000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Aggregate,PRDS-001009,PRJU:APR7,AML,MET-000900,0010408507,0010408507,2018-09-20 00:00:00,2018-08-28 00:00:00,2018-09-20 00:00:00,.,0.068,0.068000000000000,%,.,0.400000000000000,0.000000000000000,0.149000000000000,.,.,0.036000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P064342,011P064342,2007-03-10 00:00:00,2007-03-10 00:00:00,2007-03-10 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P064343,011P064343,2007-03-23 00:00:00,2007-03-23 00:00:00,2007-03-23 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P064344,011P064344,2007-03-27 00:00:00,2007-03-27 00:00:00,2007-03-27 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P064345,011P064345,2007-04-18 00:00:00,2007-04-18 00:00:00,2007-04-18 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P066242,011P066242,2007-04-22 00:00:00,2007-04-22 00:00:00,2007-04-22 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P066243,011P066243,2007-04-30 00:00:00,2007-04-30 00:00:00,2007-04-30 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P066244,011P066244,2007-05-04 00:00:00,2007-05-04 00:00:00,2007-05-04 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P066245,011P066245,2007-05-08 00:00:00,2007-05-08 00:00:00,2007-05-08 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P104396,011P104396,2007-05-12 00:00:00,2007-05-12 00:00:00,2007-05-12 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P066247,011P066247,2007-05-18 00:00:00,2007-05-18 00:00:00,2007-05-18 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P066248,011P066248,2007-05-22 00:00:00,2007-05-22 00:00:00,2007-05-22 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074172,011P074172,2007-05-26 00:00:00,2007-05-26 00:00:00,2007-05-26 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074173,011P074173,2007-05-30 00:00:00,2007-05-30 00:00:00,2007-05-30 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074174,011P074174,2007-06-03 00:00:00,2007-06-03 00:00:00,2007-06-03 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074176,011P074176,2007-06-08 00:00:00,2007-06-08 00:00:00,2007-06-08 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074177,011P074177,2007-06-11 00:00:00,2007-06-11 00:00:00,2007-06-11 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P108819,011P108819,2007-06-14 00:00:00,2007-06-14 00:00:00,2007-06-14 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P108821,011P108821,2007-06-18 00:00:00,2007-06-18 00:00:00,2007-06-18 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P108822,011P108822,2007-06-23 00:00:00,2007-06-23 00:00:00,2007-06-23 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P108823,011P108823,2007-06-26 00:00:00,2007-06-26 00:00:00,2007-06-26 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P108824,011P108824,2007-07-13 00:00:00,2007-07-13 00:00:00,2007-07-13 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074184,011P074184,2007-07-17 00:00:00,2007-07-17 00:00:00,2007-07-17 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074185,011P074185,2007-07-21 00:00:00,2007-07-21 00:00:00,2007-07-21 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P110604,011P110604,2007-07-25 00:00:00,2007-07-25 00:00:00,2007-07-25 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074190,011P074190,2007-07-30 00:00:00,2007-07-30 00:00:00,2007-07-30 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074188,011P074188,2007-08-02 00:00:00,2007-08-02 00:00:00,2007-08-02 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074189,011P074189,2007-08-06 00:00:00,2007-08-06 00:00:00,2007-08-06 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074191,011P074191,2007-08-10 00:00:00,2007-08-10 00:00:00,2007-08-10 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P110088,011P110088,2007-08-14 00:00:00,2007-08-14 00:00:00,2007-08-14 00:00:00,.,<0.3,0.300000000000000,%,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P110089,011P110089,2007-08-19 00:00:00,2007-08-19 00:00:00,2007-08-19 00:00:00,.,<0.3,0.300000000000000,%,0.300000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P110090,011P110090,2007-08-22 00:00:00,2007-08-22 00:00:00,2007-08-22 00:00:00,.,<0.3,0.300000000000000,%,0.300000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P111318,011P111318,2007-08-26 00:00:00,2007-08-26 00:00:00,2007-08-26 00:00:00,.,<0.3,0.300000000000000,%,0.300000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P111319,011P111319,2007-08-30 00:00:00,2007-08-30 00:00:00,2007-08-30 00:00:00,.,<0.3,0.300000000000000,%,0.300000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074200,011P074200,2007-09-03 00:00:00,2007-09-03 00:00:00,2007-09-03 00:00:00,.,<0.3,0.300000000000000,%,0.300000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074201,011P074201,2007-09-07 00:00:00,2007-09-07 00:00:00,2007-09-07 00:00:00,.,<0.3,0.300000000000000,%,0.300000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074202,011P074202,2007-09-16 00:00:00,2007-09-16 00:00:00,2007-09-16 00:00:00,.,<0.3,0.300000000000000,%,0.300000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074203,011P074203,2007-09-21 00:00:00,2007-09-21 00:00:00,2007-09-21 00:00:00,.,<0.3,0.300000000000000,%,0.300000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074204,011P074204,2007-09-25 00:00:00,2007-09-25 00:00:00,2007-09-25 00:00:00,.,<0.3,0.300000000000000,%,0.300000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074205,011P074205,2007-09-29 00:00:00,2007-09-29 00:00:00,2007-09-29 00:00:00,.,<0.3,0.300000000000000,%,0.300000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074207,011P074207,2007-10-04 00:00:00,2007-10-04 00:00:00,2007-10-04 00:00:00,.,<0.3,0.300000000000000,%,0.300000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
PRJU:APR7-DS-AML,.,HPLC-SE Des-PEG,PRDS-001009,PRJU:APR7,AML,MET-000900,011P074206,011P074206,2007-10-15 00:00:00,2007-10-15 00:00:00,2007-10-15 00:00:00,.,<0.3,0.300000000000000,%,0.300000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
